,season,n_episode,title_episode,character,line
3695,1,15,the porkchop indeterminacy,Missy,I want you to know I’m very proud of you.
3696,1,15,the porkchop indeterminacy,Sheldon,Really?
3697,1,15,the porkchop indeterminacy,Missy,"Yup, I’m always bragging to my friends about my brother the rocket scientist."
3698,1,15,the porkchop indeterminacy,Sheldon,You tell people I’m a rocket scientist?
3699,1,15,the porkchop indeterminacy,Missy,Well yeah.
3700,1,15,the porkchop indeterminacy,Sheldon,I’m a theoretical physicist.
3701,1,15,the porkchop indeterminacy,Missy,What’s the difference?
3702,1,15,the porkchop indeterminacy,Sheldon,What’s the difference?
3703,1,15,the porkchop indeterminacy,Missy,Goodbye Shelly.
3704,1,16,the peanut reaction,Penny,"Hey, guys, guys, some of the other waitresses wanted me to ask you something."
3705,1,16,the peanut reaction,Leonard,"Oh, it’s called trestling."
3706,1,16,the peanut reaction,Howard,It combines the physical strength of arm wrestling with the mental agility of tetris into the ultimate sport.
3707,1,16,the peanut reaction,Penny,"Yeah, that’s terrific, but what they wanted me to ask you was to cut it the hell out."
3708,1,16,the peanut reaction,Penny,"Right come on guys, come on."
3709,1,16,the peanut reaction,Penny,"Happy birthday to you, happy birthday to you…"
3710,1,16,the peanut reaction,Sheldon,"We might as well stop, it’s a stalemate. You’re beating me in tetris, but you’ve got the upper body strength of a Keebler Elf."
3711,1,16,the peanut reaction,Raj,Keebler Elf? I’ve got your Keebler Elf right here.
3712,1,16,the peanut reaction,Raj,"Okay, it’s a stalemate."
3713,1,16,the peanut reaction,Penny,"So Leonard, will we be seeing you on Saturday for your free birthday cheesecake?"
3714,1,16,the peanut reaction,Sheldon,"He can’t eat cheesecake, he’s lactose intolerant."
3715,1,16,the peanut reaction,Penny,"Okay, he can have carrot cake."
3716,1,16,the peanut reaction,Sheldon,What about the cream cheese frosting.
3717,1,16,the peanut reaction,Penny,he can scrape it off.
3718,1,16,the peanut reaction,Leonard,"Forget about the cake, how did you know that my birthday is Saturday?"
3719,1,16,the peanut reaction,Penny,"I did your horoscope, remember, I was going to do everybody’s until Sheldon went on one of his typical psychotic rants."
3720,1,16,the peanut reaction,Sheldon,"For the record, that psychotic rant was a concise summation of the research of Bertram Forer, who in 1948 proved conclusively through meticulously designed experiments, that astrology is nothing but pseudo scientific hokum."
3721,1,16,the peanut reaction,Penny,"Blah blah blah, a typical Taurus. So, seriously, are we going to see you Saturday?"
3722,1,16,the peanut reaction,Leonard,"Oh, I don’t think so."
3723,1,16,the peanut reaction,Penny,Why not?
3724,1,16,the peanut reaction,Leonard,I don’t celebrate my birthday.
3725,1,16,the peanut reaction,Penny,"Shuddup, yeah you do."
3726,1,16,the peanut reaction,Leonard,"No, it’s no big deal, it’s just the way I was raised. My parents focussed on celebrating achievements, and being expelled from a birth canal was not considered one of them."
3727,1,16,the peanut reaction,Penny,"Uh, that’s so silly."
3728,1,16,the peanut reaction,Sheldon,"It’s actually based on very sound theories, his mother published a paper on it."
3729,1,16,the peanut reaction,Penny,"What was it called, “I hate my son and that’s why he can’t have cake?”"
3730,1,16,the peanut reaction,Sheldon,"It was obviously effective, Leonard grew up to be an experimental physicist. Perhaps if she’d also denied him Christmas he’d be a little better at it."
3731,1,16,the peanut reaction,Leonard,Thank you.
3732,1,16,the peanut reaction,Howard,"Well I love birthdays, waking up to Mom’s special French Toast breakfast, wearing the birthday king crown, playing laser tag with all my friends."
3733,1,16,the peanut reaction,Penny,"Yeah, see, that’s what kids should have."
3734,1,16,the peanut reaction,Howard,Actually that was last year.
3735,1,16,the peanut reaction,Penny,So you’ve really never had a birthday party?
3736,1,16,the peanut reaction,Leonard,"No. But it was okay. I mean, when I was little I’d think maybe my parents would change their mind, and surprise me with a party, like this one birthday I came home from my Cello lesson, and I saw a lot of strange cars parked out front, and when I got to the door I could hear people whispering, and I could smell German chocolate cake, which is my favourite."
3737,1,16,the peanut reaction,Penny,And?
3738,1,16,the peanut reaction,Penny,"Oh my God, that’s terrible."
3739,1,16,the peanut reaction,Leonard,"Oh, it was kind of like a birthday party. I got to see all my cousins and there was cake, so…7"
3740,1,16,the peanut reaction,Penny,That’s the saddest thing I’ve ever heard.
3741,1,16,the peanut reaction,Howard,"You think? Go ahead, tell her about your senior prom."
3742,1,16,the peanut reaction,Howard,Make sure they remember no peanuts.
3743,1,16,the peanut reaction,Leonard,"Howard, every Thai restaurant in town knows you can’t eat peanuts. They see me coming they go “ah, no peanut boy!”"
3744,1,16,the peanut reaction,Sheldon,Hello Penny. Leonard just left.
3745,1,16,the peanut reaction,Penny,I know. I want to talk to you.
3746,1,16,the peanut reaction,Sheldon,"What would we talk about? We’ve no overlapping areas of interest I’m aware of, and you know I don’t care for chit-chat."
3747,1,16,the peanut reaction,Penny,"Okay, can you just let me in."
3748,1,16,the peanut reaction,Sheldon,"Well alright, but I don’t see this as a promising endeavour."
3749,1,16,the peanut reaction,Penny,"Okay, here’s the deal, we are going to throw Leonard a kick-ass surprise party for his birthday on Saturday."
3750,1,16,the peanut reaction,Sheldon,"I hardly think so, Leonard made it very clear he doesn’t want a party."
3751,1,16,the peanut reaction,Howard,Did someone say party?
3752,1,16,the peanut reaction,Penny,He just doesn’t know he wants one because he’s never had one.
3753,1,16,the peanut reaction,Howard,"I suppose that’s possible, but for the record, I’ve never had a threesome and yet I still know I want one."
3754,1,16,the peanut reaction,Penny,"Howard, here’s the difference. The possibility exists that Leonard could have a birthday party before hell freezes over."
3755,1,16,the peanut reaction,Howard,"Fine. If I do have a threesome, you can’t be part of it. I’m just kidding, yes you can. Can you bring a friend?"
3756,1,16,the peanut reaction,Sheldon,I think a birthday party is a terrible idea. I envy Leonard for growing up without that anguish.
3757,1,16,the peanut reaction,Penny,Anguish?
3758,1,16,the peanut reaction,Sheldon,"Year after year, I had to endure wearing conical hats while being forced into the crowded sweaty hell of bouncy castles, not to mention being blindfolded and spun towards a grotesque tailless donkey as the other children mocked my disorientation."
3759,1,16,the peanut reaction,Penny,"Okay, sweetie, I understand you have scars that no non-professional can heal, but nevertheless we are going to throw Leonard a birthday party."
3760,1,16,the peanut reaction,Sheldon,"Have I pointed out that I am extremely uncomfortable with dancing, loud music and most other forms of alcohol induced frivolity."
3761,1,16,the peanut reaction,Penny,Nevertheless we are….
3762,1,16,the peanut reaction,Sheldon,In addition I really don’t think that Leonard wants a…
3763,1,16,the peanut reaction,Penny,"Okay, here’s the deal, you either help me throw Leonard a birthday party or, so help me God, I will go into your bedroom and I will unbag all of your most valuable mint condition comic books. And on one of them, you won’t know which, I’ll draw a tiny happy face in ink."
3764,1,16,the peanut reaction,Sheldon,"You can’t do that, if you make a mark on a mint comic book it’s no longer mint."
3765,1,16,the peanut reaction,Penny,"Sheldon, do you understand the concept of blackmail?"
3766,1,16,the peanut reaction,Sheldon,"Well of course I… oh! Yeah, I have an idea, let’s throw Leonard a kick ass birthday party."
3767,1,16,the peanut reaction,Howard,What difference does it make?
3768,1,16,the peanut reaction,Sheldon,The whole point of a secret knock is to establish a non-verbal signal to verify the identity of one’s co-conspirators.
3769,1,16,the peanut reaction,Penny,Is that Raj and Howard?
3770,1,16,the peanut reaction,Howard,Can you just let us in.
3771,1,16,the peanut reaction,Sheldon,Luckily for you this is not a nuclear reactor.
3772,1,16,the peanut reaction,Penny,"So, what did you get the birthday boy?"
3773,1,16,the peanut reaction,Howard,"Well, Raj got him an awesome limited edition Dark Knight sculpture based on Alex Ross’s definitive Batman, and I got him this amazing autographed copy of the Feynman lectures on physics."
3774,1,16,the peanut reaction,Penny,Nice. I got him a sweater.
3775,1,16,the peanut reaction,Howard,"Okay, well, he might like that, I’ve seen him… chilly."
3776,1,16,the peanut reaction,Penny,"Uh, Sheldon, I didn’t see your present."
3777,1,16,the peanut reaction,Sheldon,That’s because I didn’t bring one.
3778,1,16,the peanut reaction,Penny,Well why not?
3779,1,16,the peanut reaction,Howard,Don’t ask.
3780,1,16,the peanut reaction,Sheldon,The entire institution of gift giving makes no sense.
3781,1,16,the peanut reaction,Howard,Too late.
3782,1,16,the peanut reaction,Sheldon,"Let’s say that I go out and I spend fifty dollars on you, it’s a laborious activity, because I have to imagine what you need, whereas you know what you need. Now I can simplify things, just give you the fifty dollars directly and, you could give me fifty dollars on my birthday, and so on until one of us dies leaving the other one old and fifty dollars richer. And I ask you, is it worth it?"
3783,1,16,the peanut reaction,Howard,Told you not to ask.
3784,1,16,the peanut reaction,Penny,"Well, Sheldon, you’re his friend. Friends give each other presents."
3785,1,16,the peanut reaction,Sheldon,"I accept your premise, I reject your conclusion."
3786,1,16,the peanut reaction,Howard,Try telling him it’s a non-optional social convention.
3787,1,16,the peanut reaction,Penny,What?
3788,1,16,the peanut reaction,Howard,Just do it.
3789,1,16,the peanut reaction,Penny,It’s a non-optional social convention.
3790,1,16,the peanut reaction,Sheldon,Oh. Fair enough.
3791,1,16,the peanut reaction,Howard,He came with a manual.
3792,1,16,the peanut reaction,Sheldon,"Question, how am I going to get Leonard a present before the party? I don’t drive, and the only things available within walking distance are a Thai restaurant and a gas station. I suppose I could wrap up an order of mee krob and a couple of lottery scratchers."
3793,1,16,the peanut reaction,Penny,"Okay, let’s do this, um, I will drive Sheldon to get a present, and Howard, you need to get rid of Leonard for about two hours."
3794,1,16,the peanut reaction,Howard,No problem.
3795,1,16,the peanut reaction,Penny,"And then Raj, you bring the stuff across the hall and start setting up."
3796,1,16,the peanut reaction,Howard,What if guests show up?
3797,1,16,the peanut reaction,Penny,Entertain them.
3798,1,16,the peanut reaction,Howard,What if they’re women?
3799,1,16,the peanut reaction,Penny,Stare at them and make them feel uncomfortable.
3800,1,16,the peanut reaction,Howard,Hey!
3801,1,16,the peanut reaction,Leonard,Hey.
3802,1,16,the peanut reaction,Howard,How’s it going?
3803,1,16,the peanut reaction,Leonard,Fine.
3804,1,16,the peanut reaction,Howard,"So, listen, the New Art is showing the revised definitive cut of Blade Runner."
3805,1,16,the peanut reaction,Leonard,Seen it.
3806,1,16,the peanut reaction,Howard,"No, you’ve seen the 25  anniversary final cut. This one has eight seconds of previously unseen footage. They say it completely changes the tone of the film."
3807,1,16,the peanut reaction,Leonard,Oh. Pass.
3808,1,16,the peanut reaction,Howard,"Come on, afterwards there’s a Q & A with Harrison Ford’s body double."
3809,1,16,the peanut reaction,Leonard,"Look, I am in the Halo battle of my life here, there’s this kid in Copenhagen, he has no immune system so all he does is sit in his bubble and play Halo 24/7."
3810,1,16,the peanut reaction,Howard,Can’t you play him some other time?
3811,1,16,the peanut reaction,Leonard,Not if you believe his doctors.
3812,1,16,the peanut reaction,Howard,"Oh my God, do you smell gas."
3813,1,16,the peanut reaction,Leonard,No.
3814,1,16,the peanut reaction,Howard,"Yeah, no."
3815,1,16,the peanut reaction,Penny,"Alright, you know they have DVDs over there."
3816,1,16,the peanut reaction,Sheldon,"Yes, but they have DVD burners over here. Leonard needs a DVD burner."
3817,1,16,the peanut reaction,Penny,"Sheldon, a gift shouldn’t be something someone needs, it should be something fun, you know, something they wouldn’t buy for themselves."
3818,1,16,the peanut reaction,Sheldon,"You mean, like a sweater?"
3819,1,16,the peanut reaction,Penny,"Well, it’s a fun sweater, it’s got a bold geometric print."
3820,1,16,the peanut reaction,Sheldon,Is it the geometry that makes it fun.
3821,1,16,the peanut reaction,Penny,"Okay, the point is, one of the ways we show we care about people is by putting thought and imagination into the gifts we give them."
3822,1,16,the peanut reaction,Sheldon,"Okay, I see, so not a DVD burner."
3823,1,16,the peanut reaction,Penny,Exactly.
3824,1,16,the peanut reaction,Sheldon,"Something he wouldn’t buy for himself. Something fun. Something like… oh, an 802.11n wireless router."
3825,1,16,the peanut reaction,Leonard,"Here you go, Copenhagen boy, how about a taste of Hans Christian Hand Grenade."
3826,1,16,the peanut reaction,Leonard,"Come on, come on, oh you clever little…. Come on, come on, take that!"
3827,1,16,the peanut reaction,Howard,Oh-oh.
3828,1,16,the peanut reaction,Leonard,What’s the matter?
