,season,n_episode,title_episode,character,line,clean_line,set
1243,1,5,the hamburger postulate,Leonard,Are you even listening to me?,listen,dev
1244,1,5,the hamburger postulate,Sheldon,"Of course I’m listening. Blah blah, hopeless Penny delusion, blah blah blah.",course listen blah hopeless penny delusion,train
1245,1,6,the middle earth paradigm,Raj,"Okay, if no-one else will say it, I will. We really suck at paintball.",suck paintball,train
1246,1,6,the middle earth paradigm,Howard,That was absolutely humiliating.,absolutely humiliating,train
1247,1,6,the middle earth paradigm,Leonard,"Oh, come on, some battles you win, some battles you lose.",come battle win battle lose,dev
1248,1,6,the middle earth paradigm,Howard,"Yes, but you don’t have to lose to Kyle Bernstein’s Bar-Mitzvah party.",lose Kyle Bernstein Bar Mitzvah party,dev
1249,1,6,the middle earth paradigm,Leonard,"I think we have to acknowledge, those were some fairly savage pre-adolescent Jews.",think acknowledge fairly savage pre adolescent Jews,train
1250,1,6,the middle earth paradigm,Sheldon,"You know, we were annihilated by our own incompetence and the inability of some people to follow the chain of command.",know annihilate incompetence inability people follow chain command,train
1251,1,6,the middle earth paradigm,Leonard,"Sheldon, let it go.",Sheldon let,dev
1252,1,6,the middle earth paradigm,Sheldon,"No, I want to talk about the fact that Wolowitz shot me in the back.",want talk fact Wolowitz shoot,train
1253,1,6,the middle earth paradigm,Howard,"I shot you for good reason, you were leading us into disaster.",shot good reason lead disaster,train
1254,1,6,the middle earth paradigm,Sheldon,"I was giving clear, concise orders.",give clear concise order,train
1255,1,6,the middle earth paradigm,Leonard,"You hid behind a tree yelling “get the kid in the yarmulkah, get the kid in the yarmulkah.”",hide tree yell kid yarmulkah kid yarmulkah,train
1256,1,6,the middle earth paradigm,Penny,"Oh, hey guys.",guy,train
1257,1,6,the middle earth paradigm,Leonard,Hello Penny.,Penny,dev
1258,1,6,the middle earth paradigm,Howard,Morning ma’am.,morning madam,train
1259,1,6,the middle earth paradigm,Penny,"So, how was paintball, did you have fun?",paintball fun,train
1260,1,6,the middle earth paradigm,Sheldon,"Sure, if you consider being fragged by your own troops fun.",consider fragged troop fun,train
1261,1,6,the middle earth paradigm,Sheldon,"You clear space on your calendar, there will be an enquiry.",clear space calendar enquiry,train
1262,1,6,the middle earth paradigm,Penny,"Okay, um, oh hey, I’m having a party on Saturday so if you guys are around you should come by.",party Saturday guy come,train
1263,1,6,the middle earth paradigm,Leonard,A party?,party,train
1264,1,6,the middle earth paradigm,Penny,Yeah.,,train
1265,1,6,the middle earth paradigm,Howard,A boy-girl party?,boy girl party,train
1266,1,6,the middle earth paradigm,Penny,"Well, there will be boys, and there will be girls, and it is a party. So, it’ll just be a bunch of my friends, we’ll have some beer, do a little dancing…",boy girl party bunch friend beer little dancing,train
1267,1,6,the middle earth paradigm,Sheldon,Dancing?,dance,train
1268,1,6,the middle earth paradigm,Leonard,"Yeah, I don’t know, Penny…",know penny,train
1269,1,6,the middle earth paradigm,Sheldon,"The thing is, we’re not….",thing,train
1270,1,6,the middle earth paradigm,Leonard,We’re really more….,,dev
1271,1,6,the middle earth paradigm,Sheldon,No.,,dev
1272,1,6,the middle earth paradigm,Leonard,"But thanks, thanks for thinking of us.",thank thank think,train
1273,1,6,the middle earth paradigm,Penny,"Are you sure? Come on, it’s Halloween.",sure Come Halloween,dev
1274,1,6,the middle earth paradigm,Sheldon,A Halloween party?,Halloween party,train
1275,1,6,the middle earth paradigm,Howard,"As in, costumes?",costume,dev
1276,1,6,the middle earth paradigm,Penny,"Well, yeah.",,train
1277,1,6,the middle earth paradigm,Leonard,Is there a theme?,theme,train
1278,1,6,the middle earth paradigm,Penny,"Um, yeah, Halloween.",,train
1279,1,6,the middle earth paradigm,Sheldon,"Yes, but are the costumes random, or genre specific?",costume random genre specific,train
1280,1,6,the middle earth paradigm,Penny,"As usual, I’m not following.",usual following,train
1281,1,6,the middle earth paradigm,Leonard,"He’s asking if we can come as anyone from science-fiction, fantasy…",ask come science fiction fantasy,train
1282,1,6,the middle earth paradigm,Penny,Sure.,,dev
1283,1,6,the middle earth paradigm,Sheldon,What about comic-books?,comic book,dev
1284,1,6,the middle earth paradigm,Penny,Fine.,fine,train
1285,1,6,the middle earth paradigm,Sheldon,Anime?,Anime,train
1286,1,6,the middle earth paradigm,Penny,Of course.,course,train
1287,1,6,the middle earth paradigm,Sheldon,"TV , film, D&D, Manga, Greek Gods, Roman Gods, Norse Gods…",tv film Manga Greek Gods roman god norse god,train
1288,1,6,the middle earth paradigm,Penny,"Anything you want, okay? Any costume you want. Bye.",want costume want Bye,train
1289,1,6,the middle earth paradigm,Howard,"Gentlemen, to the sewing machines.",gentleman sewing machine,dev
1290,1,6,the middle earth paradigm,Leonard,"Oh, no.",,train
1291,1,6,the middle earth paradigm,Raj,Make way for the fastest man alive.,way fast man alive,train
1292,1,6,the middle earth paradigm,Raj,Oh no!,,train
1293,1,6,the middle earth paradigm,Sheldon,"See, this is why I wanted to have a costume meeting.",want costume meeting,train
1294,1,6,the middle earth paradigm,Leonard,"We all have other costumes, we can change.",costume change,dev
1295,1,6,the middle earth paradigm,Raj,"Or, we could walk right behind each other all night and look like one person going really fast.",walk right night look like person go fast,train
1296,1,6,the middle earth paradigm,Howard,"No, no, no, it’s a boy-girl party, this Flash runs solo.",boy girl party Flash run solo,train
1297,1,6,the middle earth paradigm,Leonard,"Okay, how about this, nobody gets to be The Flash, we all change, agreed?",get Flash change agree,train
1299,1,6,the middle earth paradigm,Leonard,I call Frodo!,Frodo,dev
1301,1,6,the middle earth paradigm,Raj,"Hey. Sorry I’m late, but my hammer got stuck in the door on the bus.",Sorry late hammer get stick door bus,train
1302,1,6,the middle earth paradigm,Leonard,You went with Thor?,go Thor,train
1303,1,6,the middle earth paradigm,Raj,"What? Just because I’m Indian I can’t be a Norse God? No, no, no, Raj has to be an Indian God. That’s racism. I mean, look at Wolowitz, he’s not English, but he’s dressed like Peter Pan. Sheldon",indian norse God Raj Indian God racism mean look Wolowitz English dress like Peter Pan Sheldon,train
1304,1,6,the middle earth paradigm,Raj,"is neither sound nor light, but he’s obviously the Doppler Effect.",sound light obviously Doppler effect,train
1305,1,6,the middle earth paradigm,Howard,"I’m not Peter Pan, I’m Robin Hood.",Peter Pan Robin Hood,train
1306,1,6,the middle earth paradigm,Raj,"Really, because I saw Peter Pan, and you’re dressed exactly like Cathy Rigby. She was a little bigger than you, but it’s basically the same look, man.",see Peter Pan dress exactly like Cathy Rigby little big basically look man,train
1307,1,6,the middle earth paradigm,Leonard,"Hey, Sheldon, there’s something I want to talk to you about before we go to the party.",Sheldon want talk party,train
1308,1,6,the middle earth paradigm,Sheldon,"I don’t care if anybody gets it, I’m going as the Doppler Effect.",care get go Doppler effect,train
1309,1,6,the middle earth paradigm,Leonard,"No, it’s not…",,train
1310,1,6,the middle earth paradigm,Sheldon,"If I have to, I can demonstrate. Neeeeoooowwwww!",demonstrate Neeeeoooowwwww,train
1311,1,6,the middle earth paradigm,Leonard,"Terrific. Um, this party is my first chance for Penny to see me in the context of her social group, and I need you not to embarrass me tonight.",Terrific Um party chance Penny context social group nee embarrass tonight,train
1312,1,6,the middle earth paradigm,Sheldon,"Well, what exactly do you mean by embarrass you?",exactly mean embarrass,train
1313,1,6,the middle earth paradigm,Leonard,"For example, tonight no-one needs to know that my middle name is Leakey.",example tonight need know middle Leakey,train
1314,1,6,the middle earth paradigm,Sheldon,"Well, there’s nothing embarrassing about that, your father worked with Lewis Leakey, a great anthropologist. It had nothing to do with your bed-wetting.",embarrassing father work Lewis Leakey great anthropologist bed wetting,train
1315,1,6,the middle earth paradigm,Leonard,All I’m saying is that this party is the perfect opportunity for Penny to see me as a member of her peer group. A potential close friend and… perhaps more. I don’t want to look like a dork.,say party perfect opportunity Penny member peer group potential close friend want look like dork,dev
1316,1,6,the middle earth paradigm,Howard,"Just a heads up fellas, if anyone gets lucky I’ve got a dozen condoms in my quiver.",head fella get lucky get dozen condom quiver,train
1317,1,6,the middle earth paradigm,Penny,"Oh, hey guys.",guy,train
1318,1,6,the middle earth paradigm,Leonard,"Hey, sorry we’re late.",late,train
1319,1,6,the middle earth paradigm,Penny,Late? It’s 7,late,dev
1320,1,6,the middle earth paradigm,Sheldon,And you said the party starts at seven.,say party start,train
1321,1,6,the middle earth paradigm,Penny,"Well, yeah, when you start a party at seven, no-one shows up at, you know, seven.",start party show know,train
1322,1,6,the middle earth paradigm,Sheldon,It’s 7,,train
1323,1,6,the middle earth paradigm,Penny,"Yes. Yes it is. Okay, well, um, come on in.",come,train
1324,1,6,the middle earth paradigm,Howard,"What, are all the girls in the bathroom?",girl bathroom,train
1325,1,6,the middle earth paradigm,Penny,"Probably, but in their own homes.",probably home,train
1326,1,6,the middle earth paradigm,Sheldon,So what time does the costume parade start?,time costume parade start,train
1327,1,6,the middle earth paradigm,Penny,The parade?,parade,train
1328,1,6,the middle earth paradigm,Sheldon,"Yeah, so the judges can give out the prizes for best costume, you know, most frightening, most authentic, most accurate visual representation of a scientific principle.",judge prize good costume know frightening authentic accurate visual representation scientific principle,train
1329,1,6,the middle earth paradigm,Penny,"Oh, Sheldon, I’m sorry but there aren’t going to be any parades or judges or prizes.",Sheldon sorry go parade judge prize,train
1330,1,6,the middle earth paradigm,Sheldon,This party is just going to suck.,party go suck,train
1331,1,6,the middle earth paradigm,Penny,"No, come on, it’s going to be fun, and you all look great, I mean, look at you, Thor, and, oh, Peter Pan, that’s so cute.",come go fun look great mean look Thor Peter Pan cute,train
1332,1,6,the middle earth paradigm,Leonard,"Actually, Penny, he’s Rob…",actually Penny Rob,train
1333,1,6,the middle earth paradigm,Howard,I’m Peter Pan! And I’ve got a handful of pixie dust with your name on it.,Peter Pan get handful pixie dust,train
1334,1,6,the middle earth paradigm,Penny,"No you don’t. Oh, hey, what’s Sheldon supposed to be.",Sheldon suppose,train
1335,1,6,the middle earth paradigm,Leonard,"Oh, he’s the Doppler Effect.",Doppler Effect,dev
1336,1,6,the middle earth paradigm,Sheldon,Yes. It’s the apparent change in the frequency of a wave caused by relative motion between the source of the wave and the observer.,apparent change frequency wave cause relative motion source wave observer,train
1337,1,6,the middle earth paradigm,Penny,"Oh, sure, I see it now, the Doppler Effect. Alright, I’ve got to shower, you guys um, make yourselves comfortable.",sure Doppler Effect Alright get shower guy comfortable,train
1338,1,6,the middle earth paradigm,Leonard,Okay.,,train
1339,1,6,the middle earth paradigm,Sheldon,"See, people get it.",people,train
1340,1,6,the middle earth paradigm,Raj,"Mmmm, by Odin’s beard, this is good Chex Mix.",Mmmm Odin beard good Chex Mix,train
1341,1,6,the middle earth paradigm,Howard,"No thanks, peanuts, I can’t afford to swell up in these tights.",thank peanut afford swell tight,train
